set_num,n_unique_colors,dominant_color_name,dominant_color_share,n_trans_parts
4529-1,7,Red,29.55,5
453-1,1,Light Gray,100.0,0
453-2,1,White,100.0,0
4530-1,6,Black,43.59,0
45300-1,19,Black,18.66,24
45301-1,1,White,100.0,0
45302-1,1,Light Bluish Gray,100.0,0
45303-1,1,White,100.0,0
45304-1,1,White,100.0,0
45305-1,1,White,100.0,0
4531-1,2,Dark Gray,66.67,0
4531-2,2,Dark Gray,66.67,0
4532-1,9,Black,41.67,9
4533-1,7,Black,61.11,2
4534-1,4,Dark Gray,73.53,0
45345-1,22,Red,15.56,16
4535-1,4,Dark Gray,73.53,0
4536-1,6,Blue,38.55,0
4537-1,9,White,35.29,5
4538-1,20,Yellow,18.91,4
4539-1,9,Red,30.63,7
454-1,1,Light Gray,100.0,0
454-2,1,White,100.0,0
45400-1,23,Black,24.82,4
45401-1,20,White,17.21,1
4540313-1,8,Blue,21.05,2
4540315-1,11,Red,20.0,2
4541-1,10,Black,44.92,6
4543-1,10,Black,36.93,9
4544-1,9,Red,25.9,5
4546-1,9,Yellow,38.36,5
4547-1,8,Light Gray,39.19,22
4547551-1,2,Metallic Silver,50.0,1
4548-1,2,Black,66.67,0
4548431-1,15,Red,20.11,9
4549-1,12,Red,25.96,19
45495-1,1,White,100.0,0
45496-1,2,White,50.0,0
45498-1,2,Black,50.0,8
45499-1,1,White,100.0,0
455-1,5,White,60.87,5
455-2,1,White,100.0,0
45500-1,1,White,100.0,0
45501-1,1,Light Bluish Gray,100.0,0
45502-1,1,Light Bluish Gray,100.0,0
45503-1,1,Light Bluish Gray,100.0,0
45504-1,1,Light Bluish Gray,100.0,0
45505-1,1,Light Bluish Gray,100.0,0
45506-1,1,Light Bluish Gray,100.0,0
45507-1,1,Light Bluish Gray,100.0,0
45508-1,1,White,100.0,0
45509-1,1,Light Bluish Gray,100.0,0
4551-1,7,Red,39.35,10
45514-1,1,Black,100.0,0
45517-1,1,Black,100.0,0
4552-1,13,Black,40.88,12
45520-1,16,White,21.38,13
45521-1,18,White,21.68,40
45522-1,14,Black,21.8,22
4553-1,13,White,26.37,20
4554-1,14,Yellow,43.01,10
45544-1,13,Black,38.57,1
45546-1,16,White,18.87,22
45547-1,13,Black,19.83,18
4555-1,13,Red,20.94,7
4556-1,14,Red,38.68,15
45560-1,16,Black,34.81,23
4557-1,13,Black,37.5,17
45570-1,18,Black,31.46,17
4558-1,11,Black,42.47,37
4559-1,14,Black,51.89,35
456-1,7,Yellow,50.0,1
456-2,1,White,100.0,0
4560-1,18,Black,25.32,94
45601-1,1,Yellow,100.0,0
45602-1,1,Medium Azure,100.0,0
45603-1,1,Medium Azure,100.0,0
45604-1,1,White,100.0,0
45605-1,1,White,100.0,0
45606-1,1,White,100.0,0
45607-1,1,White,100.0,0
45608-1,1,Medium Azure,100.0,0
45609-1,1,Yellow,100.0,0
4561-1,18,Black,25.51,94
45610-1,1,Yellow,100.0,0
45611-1,1,White,100.0,0
45612-1,1,Yellow,100.0,0
4562-1,8,White,20.0,32
45620-1,18,White,17.69,18
45621-1,17,White,22.33,24
45622-1,16,White,25.49,14
45623-1,2,Black,50.0,0
45624-1,1,White,100.0,0
4563-1,13,Black,34.56,19
4564-1,11,Black,31.1,12
4565-1,11,Black,55.74,13
45650-1,1,White,100.0,0
45651-1,1,White,100.0,0
45652-1,1,White,100.0,0
45653-1,1,White,100.0,0
45654-1,16,White,20.71,34
45655-1,15,White,24.93,16
45656-1,1,White,100.0,0
45657-1,1,[No Color/Any Color],100.0,0
4566-1,5,Black,25.0,0
4567-1,4,Blue,50.0,0
45678-1,13,Black,39.69,2
4568-1,4,Dark Turquoise,50.0,0
45680-1,13,Black,31.18,2
45681-1,13,Black,31.13,2
4569-1,4,Black,37.5,0
457-1,1,White,100.0,0
4570-1,4,Dark Gray,50.0,0
4571-1,3,Black,75.0,0
4572-1,5,Green,37.5,0
4573-1,5,Black,25.0,0
4574-1,4,Dark Blue,50.0,0
4575-1,5,Black,25.0,0
4576-1,3,Tan,50.0,0
4577-1,4,Black,50.0,0
4578-1,5,Black,25.0,0
4579-1,13,White,25.0,10
458-1,1,White,100.0,0
45800-1,22,Black,32.73,12
45801-1,20,Black,33.1,18
45802-1,18,Black,28.58,6
45803-1,9,Tan,33.33,0
45804-1,24,Light Bluish Gray,28.52,70
45805-1,29,Red,9.86,88
45806-1,28,Light Bluish Gray,25.0,57
45807-1,29,White,11.98,34
45808-1,13,Blue,16.0,3
45809-1,21,White,22.79,27
45810-1,30,Red,11.11,31
45811-1,8,Black,17.68,0
45812-1,15,Medium Azure,17.95,0
45813-1,18,Black,27.93,0
45814-1,25,White,14.45,27
45815-1,12,Yellow,17.11,0
45816-1,17,Black,30.87,10
45817-1,27,Light Bluish Gray,12.99,61
45818-1,14,Red,15.58,0
45819-1,10,Black,25.35,0
4582-1,5,Red,32.0,0
45820-1,22,Black,25.03,45
45821-1,33,White,16.46,50
45822-1,17,White,15.0,1
45823-1,42,White,25.7,19
45824-1,35,Bright Light Orange,14.19,32
45825-1,16,Red,15.0,1
45826-1,39,Black,30.23,11
45827-1,41,White,13.35,57
45828-1,18,Yellow,16.36,1
45829-1,29,Light Bluish Gray,22.84,2
4583-1,5,Black,33.33,0
45830-1,34,Dark Bluish Gray,15.29,3
45831-1,14,Lime,15.62,0
45832-1,44,Black,16.36,34
45833-1,25,Reddish Brown,13.8,2
45834-1,20,Reddish Brown,15.73,5
4584-1,7,Black,35.85,0
4585-1,8,Black,33.93,3
4586-1,8,Black,29.27,4
4586940-1,11,Red,20.0,2
4587-1,13,Black,30.94,7
4588-1,17,Black,29.58,5
4589-1,13,Lime,20.15,9
459-1,1,White,100.0,0
4590-1,5,Black,33.33,0
4591-1,6,Black,29.17,2
4591715-1,2,White,85.71,0
4592-1,3,Black,47.62,0
4593-1,12,Black,34.85,6
4594-1,9,Black,34.48,1
4595-1,9,Black,28.57,0
4595400-1,5,Dark Bluish Gray,30.77,2
4596-1,12,Black,28.24,6
4597-1,7,Black,34.09,0
4599605-1,2,Yellow,80.0,0
460-1,7,White,54.05,5
460-2,1,White,100.0,0
460-2R,1,Red,100.0,0
460-2W,1,White,100.0,0
4600-1,8,Black,30.43,2
4601-1,7,White,31.82,2
4603-1,7,Yellow,31.03,4
4604-1,6,Black,42.11,1
4605-1,8,White,34.38,3
4606-1,7,Black,35.0,2
4607-1,8,Black,33.85,10
4608-1,10,Black,32.35,4
4609-1,13,Black,27.84,16
4610-1,9,Yellow,29.47,20
4611-1,10,Black,27.66,18
4612-1,5,Orange,28.57,0
4613-1,5,White,38.46,0
4613985-1,4,White,87.5,1
4614-1,6,White,31.25,2
4615-1,5,Light Gray,28.57,4
4616-1,8,White,34.29,1
4617-1,9,Light Gray,28.12,4
4618-1,9,Black,27.66,2
4619-1,8,White,42.42,2
462-1,6,Light Gray,62.69,2
462-2,1,White,100.0,0
4620-1,14,White,32.57,24
4621-1,8,Black,31.25,2
4622-1,8,Yellow,47.76,5
4623-1,10,Dark Pink,20.0,0
4624-1,11,White,16.13,0
4625-1,21,Bright Pink,15.91,8
4626-1,15,Blue,20.18,5
4627-1,12,Red,20.0,1
4628-1,14,Red,18.67,6
4629-1,11,Red,14.0,2
463-1,1,White,100.0,0
4630-1,22,Red,16.6,33
4631-1,16,Red,14.29,1
4632-1,3,Bright Green,33.33,0
4635-1,20,Black,20.31,32
4636-1,16,Blue,22.13,11
4636204-1,4,Reddish Brown,45.45,0
4637-1,17,Light Bluish Gray,15.97,5
464-1,1,White,100.0,0
4641-1,6,Black,31.03,1
4642-1,12,White,45.45,5
4643-1,11,Yellow,24.7,20
4644-1,20,White,25.09,14
4645-1,20,Light Bluish Gray,18.1,31
4648933-1,3,Black,33.33,0
4648939-1,2,White,87.5,0
4651-1,6,Black,33.33,1
4652-1,8,Black,30.77,1
4653-1,7,Light Gray,39.29,1
4654-1,6,Yellow,53.33,1
4655-1,11,White,28.16,14
4657-1,13,Red,31.54,17
4658-1,4,White,40.0,0
4659-1,9,Black,15.38,0
4659602-1,3,Trans-Dark Pink,35.29,12
4659607-1,2,Pearl Titanium,83.33,1
4659612-1,1,Lime,100.0,0
4659758-1,6,White,73.08,1
4660865-1,5,White,74.51,0
4661-1,4,Black,25.0,0
4662-1,9,Blue,26.09,0
4663-1,19,Dark Orange,24.0,0
4664-1,11,Red,37.29,0
4665-1,19,Red,33.33,0
4666-1,5,White,44.0,2
4667-1,8,Yellow,53.33,2
4668-1,8,Yellow,46.27,4
4669-1,11,White,48.15,8
4676-1,5,Trans-Dark Blue,31.58,6
4677-1,1,Black,100.0,0
4679a-1,12,Red,18.4,74
4679a-2,12,Red,18.4,74
4679b-2,43,Light Gray,12.6,19
4680-1,2,White,66.67,0
4681-1,5,Black,28.57,0
4683-1,6,Bright Green,16.67,0
4684-1,5,Blue,20.0,0
4685-1,8,Tan,27.27,0
4686-1,20,Red,23.08,0
4687-1,8,Dark Bluish Gray,22.22,0
4688-1,10,Orange,20.83,0
4689-1,16,Bright Pink,26.98,3
4690-1,14,White,19.35,0
4691-1,11,White,32.81,0
4692-1,2,Black,50.0,0
4693-1,4,Red,33.33,0
4694-1,7,Red,48.72,0
4695-1,4,Dark Purple,58.62,14
4696-1,8,White,20.0,32
470-1,1,Yellow,100.0,0
4701-1,9,Black,24.44,2
4702-1,9,Dark Gray,36.54,4
4704-1,11,Tan,27.11,6
4705-1,17,Light Gray,37.01,16
4706-1,11,Black,30.7,5
4707-1,15,Light Gray,27.34,6
4708-1,13,Black,34.41,5
4709-1,23,Light Gray,26.34,34
471-1,2,Red,50.0,0
4711-1,5,Brown,35.71,1
4712-1,8,Light Gray,36.51,2
4714-1,12,Black,17.2,9
471408-1,4,Light Bluish Gray,33.33,1
471518-1,13,Light Bluish Gray,17.65,3
471602-1,15,Magenta,21.43,1
471701-1,2,Flat Silver,50.0,0
471702-1,3,Black,50.0,0
471801-1,16,White,21.88,5
4719-1,15,Light Gray,23.93,4
471904-1,14,Tan,28.12,2
471905-1,3,Dark Bluish Gray,60.0,1
471906-1,3,Black,50.0,2
4720-1,15,Black,37.44,15
4721-1,20,White,18.31,19
472102-1,3,Lime,50.0,0
4722-1,19,Orange,27.69,6
472201-1,16,Black,13.89,1
472210-1,1,Yellowish Green,100.0,0
4723-1,25,White,20.99,23
472302-1,1,Red,100.0,0
472402-1,2,Dark Azure,50.0,0
472407-1,3,Black,50.0,0
472506-1,4,Black,53.33,0
472518-1,2,Metallic Silver,50.0,2
4726-1,12,Light Gray,27.35,1
4727-1,9,Black,37.14,2
4728-1,15,Medium Blue,19.63,13
4729-1,15,Light Gray,27.82,24
4730-1,19,Dark Gray,26.4,21
4731-1,8,Light Gray,26.98,2
4733-1,9,Dark Gray,25.44,2
4735-1,12,Black,41.03,10
4736-1,9,Dark Bluish Gray,32.79,2
4737-1,12,Reddish Brown,21.88,0
4738-1,28,Reddish Brown,25.0,11
4741-1,1,[No Color/Any Color],100.0,0
4742-1,10,Black,31.48,5
4743-1,12,Black,35.58,10
4744-1,12,Black,41.35,8
4745-1,14,Black,38.15,16
4746-1,15,Black,32.51,43
4748-1,14,Black,28.26,40
4750-1,9,Light Bluish Gray,25.0,0
4751-1,11,Light Bluish Gray,26.04,3
4752-1,21,Dark Bluish Gray,22.07,14
4753-1,11,Dark Bluish Gray,38.64,5
4754-1,18,Light Bluish Gray,33.11,9
4755-1,12,Dark Purple,49.58,25
4756-1,22,Reddish Brown,24.48,25
4757-1,23,Tan,23.34,39
4758-1,15,Black,37.23,25
4762-1,17,Blue,16.56,24
4766-1,15,Dark Bluish Gray,28.04,12
4767-1,11,Dark Orange,24.21,4
4768-1,19,Black,22.98,13
4768-2,19,Black,22.98,13
4770-1,12,Dark Blue,25.25,29
4774-1,13,Black,30.77,15
4775-1,10,Dark Bluish Gray,28.57,0
4776-1,7,Black,40.0,0
4777-1,12,Dark Bluish Gray,44.05,0
4778-1,8,Yellow,30.77,2
4779-1,10,Black,32.81,0
4780-1,7,White,23.6,0
4781-1,7,White,22.0,0
4782-1,6,White,27.0,0
4782-2,6,Blue,26.0,0
4783-1,4,Medium Blue,30.0,0
4784-1,5,Black,25.0,0
4785-1,11,Black,48.45,0
4788-1,8,Black,32.76,11
4789-1,9,Yellow,34.38,16
4790-1,8,Black,29.63,7
4791-1,5,Black,53.85,1
4792-1,9,Black,39.77,6
4793-1,9,Black,45.54,14
4794-1,9,Black,34.83,15
4795-1,14,Black,40.17,29
4796-1,6,Black,60.71,7
4797-1,6,Black,50.0,4
4798-1,5,Black,40.0,1
4799-1,3,Black,46.15,6
480-1,4,Red,56.45,6
480-4,1,Red,100.0,0
480-5,1,Blue,100.0,0
480-6,1,Red,100.0,0
480-7,1,Blue,100.0,0
4800-1,6,Black,35.29,3
4801-1,4,Black,30.0,0
4805-1,4,Black,33.33,2
4806-1,5,Light Gray,29.17,0
4807-1,6,Light Gray,25.0,2
481-3,1,Red,100.0,0
481-4,1,Blue,100.0,0
481-5,1,Red,100.0,0
481-6,1,Blue,100.0,0
4810-1,11,Red,28.17,4
4811-1,4,Black,30.0,0
4816-1,7,Black,30.77,0
4817-1,11,Light Gray,29.63,6
4818-1,4,Black,50.0,3
4819-1,7,Dark Gray,33.33,0
482-3,1,Red,100.0,0
482-4,1,Blue,100.0,0
4820-1,19,Bright Pink,20.99,13
4821-1,11,White,22.22,4
4822-1,9,Dark Pink,23.08,1
4824-1,4,Blue,26.53,0
4825-1,7,Bright Light Orange,25.0,1
4826-1,12,White,31.58,3
4827-1,4,Blue,28.89,0
4828-1,17,White,26.53,14
483-1,8,Blue,36.05,21
483-4,1,Red,100.0,0
483-5,1,Blue,100.0,0
4830-1,5,Red,27.45,0
4833-1,5,Red,27.45,0
4836-1,5,Red,27.45,0
4837-1,9,Light Bluish Gray,28.77,5
4838-1,11,White,24.05,8
4839-1,4,Blue,26.09,0
4840-1,26,Dark Red,17.3,22
4841-1,18,Black,37.64,25
4842-1,30,Tan,35.17,64
485-1,4,Red,63.33,3
485-2,3,White,50.0,1
4850-1,15,White,18.33,19
4851-1,13,Dark Gray,24.87,19
4852-1,14,Tan,23.19,36
4853-1,16,Dark Bluish Gray,25.71,8
4854-1,13,Black,24.46,13
4855-1,13,Dark Bluish Gray,26.44,41
4856-1,13,Light Bluish Gray,24.27,17
4857-1,15,Red,23.38,22
4858-1,11,Black,24.07,7
4860-1,11,Black,21.71,7
4861-1,11,Dark Tan,18.52,2
4862-1,10,Tan,20.0,0
4863-1,11,Reddish Brown,39.02,0
4864-1,16,Light Bluish Gray,32.17,1
4865-1,12,Dark Brown,32.65,8
4866-1,13,Dark Purple,39.78,34
4867-1,23,Tan,27.88,8
4868-1,8,Dark Blue,28.57,0
4869-1,8,Light Brown,32.14,0
487-1,8,Blue,49.38,14
487-2,1,White,100.0,0
4870-1,8,White,32.14,0
4874-1,8,Dark Pink,36.36,3
4875-1,7,Bright Light Blue,15.38,7
4876-1,6,Trans-Pink,36.36,18
4877-1,8,Dark Red,32.14,0
4878-1,7,Black,46.43,0
4879-1,9,Dark Green,28.57,0
488-1,1,White,100.0,0
4881-1,13,Black,26.94,6
4882-1,10,Blue,33.33,8
4882-2,11,Blue,33.13,8
4883-1,11,Red,43.96,32
4884-1,13,Tan,32.86,6
4886-1,11,White,35.23,8
4888-1,10,Yellow,43.66,46
489-1,1,White,100.0,0
4891-1,9,Black,28.1,16
4892-1,11,Red,33.42,4
4893-1,13,Light Bluish Gray,30.75,8
4894-1,15,Green,34.18,19
4895-1,14,Red,27.41,15
4895028515232-1,1,White,100.0,0
4895028515249-1,1,White,100.0,0
4896-1,14,Black,42.96,34
4897-1,6,White,36.84,5
4898-1,8,Orange,27.59,4
4899-1,5,Light Bluish Gray,37.5,2
490-1,4,Red,34.78,5
490-2,1,Green,100.0,0
4900-1,9,Red,37.93,4
4903-1,5,Tan,61.9,0
4904-1,4,Light Bluish Gray,64.71,0
4905-1,2,Tan,66.67,0
4906-1,4,Red,56.25,1
4908-1,4,Blue,25.0,0
491-1,5,Black,49.25,1
491-2,4,Trans-Clear,61.54,8
4910-1,7,Black,22.86,6
4911-1,7,Black,24.32,5
4912-1,4,Black,41.18,3
4914-1,8,Black,29.03,8
4915-1,6,Yellow,48.53,3
4916-1,7,Tan,33.77,0
4917-1,8,White,28.57,8
4918-1,8,White,34.21,4
4919-1,7,White,20.67,0
492-1,7,Black,37.25,1
492-2,1,White,100.0,0
4920-1,7,Dark Gray,34.29,3
4924-1,18,White,18.21,29
493-1,7,Blue,47.98,13
493-2,1,White,100.0,0
493-3,7,Blue,52.87,13
4930-1,8,Dark Gray,41.67,2
4933-1,5,Black,20.0,4
4934-1,6,White,37.5,2
4936-1,6,Blue,30.0,1
4937-1,9,Blue,23.53,1
4938-1,7,White,29.17,6
4939-1,8,Yellow,43.2,17
494-1,1,Red,100.0,0
494-2,1,White,100.0,0
4940-1,10,Yellow,19.05,12
4941-1,4,Dark Bluish Gray,25.0,0
4942-1,4,Black,25.0,0
4943-1,4,Black,25.0,0
4944-1,4,Earth Orange,25.0,0
4945-1,4,Dark Bluish Gray,25.0,0
4946-1,4,Dark Bluish Gray,25.0,0
4947-1,5,Black,67.86,2
4948-1,4,Black,45.45,0
4949-1,6,Black,45.83,0
4950-1,10,Light Gray,29.07,6
4950001-1,7,Trans-Dark Pink,23.53,23
4950002-1,7,Trans-Dark Pink,32.35,23
4950006-1,6,Trans-Light Blue,38.24,24
4953-1,12,White,33.77,13
4954-1,15,Light Bluish Gray,28.88,17
4955-1,12,Red,26.91,14
4956-1,12,White,35.84,14
4957-1,14,Light Bluish Gray,23.29,6
4958-1,12,Black,35.48,11
4960-1,24,Bright Light Orange,18.25,4
4961-1,11,Dark Orange,23.33,0
4962-1,11,Green,16.67,1
4962-2,12,Green,16.67,1
4962-3,11,Green,22.22,1
4963-1,7,Pearl Light Gray,25.0,1
4964-1,10,Pearl Light Gray,23.08,0
4965-1,10,White,33.85,0
4966-1,20,White,27.37,4
4967-1,6,Black,35.71,2
4968-1,16,Green,17.86,0
4969-1,4,Blue,25.0,0
497-1,7,Light Gray,42.24,33
4970-1,10,Black,23.31,16
4971-1,14,Green,16.22,0
4972-1,9,Green,23.08,0
4973-1,8,Yellow,28.57,0
4974-1,13,White,25.0,0
4975-1,14,Red,21.43,0
4976-1,8,Yellow,25.0,0
4977-1,7,Red,29.63,1
4978-1,9,Green,27.27,0
4979-1,4,White,57.14,0
4980-1,10,Light Gray,25.81,19
4981-1,22,Light Bluish Gray,25.45,14
4982-1,20,Red,20.83,9
4986-1,8,Dark Bluish Gray,31.58,0
4987-1,11,Blue,17.5,0
4988-1,14,Yellow,24.14,0
4990-1,8,Black,20.92,46
49901-1,1,White,100.0,0
4991-1,7,White,46.15,4
499120-1,1,Green,100.0,0
4992-1,5,Red,39.13,6
4993-1,16,White,33.18,14
499391-1,1,Green,100.0,0
4994-1,8,Black,42.49,6
4995-1,13,Black,27.57,10
4996-1,13,Yellow,28.74,38
4997-1,16,White,21.19,59
4998-1,13,Green,22.02,3
4999-1,16,White,41.6,20
5-2,3,Green,80.0,0
5-3,7,White,33.03,6
5-4,3,Red,60.59,0
50-1,10,Red,27.69,8
5000-1,1,Black,100.0,0
5000030-1,8,Light Bluish Gray,26.92,3
5000062-1,2,Trans-Red,66.67,2
5000141-1,6,Blue,22.22,0
5000142-1,1,Flat Silver,100.0,0
5000143-1,8,Black,30.0,0
5000193818-1,1,Trans-Orange,100.0,1
5000194-1,7,Dark Bluish Gray,30.77,2
5000196304-1,1,Reddish Brown,100.0,0
5000202-1,1,Pearl Gold,100.0,0
5000245-1,1,Medium Azure,100.0,0
5000248-1,1,Green,100.0,0
5000253-1,3,Red,61.9,0
50003-1,16,Black,35.8,22
50004-1,28,Black,18.82,35
50006-1,15,Light Bluish Gray,26.54,32
5000644-1,6,Black,16.67,2
5000819-1,2,Black,66.67,0
5001-1,1,Milky White,100.0,0
50011-1,19,Light Bluish Gray,31.36,2
5001121-1,1,Black,100.0,0
5001164-1,1,Green,100.0,0
5001357-1,2,Black,50.0,0
5001368-1,6,Dark Pink,34.78,0
5001369-1,6,Medium Lavender,34.78,4
5001375-1,4,Black,54.17,0
5001621-1,1,Tan,100.0,0
5001622-1,1,Red,100.0,0
5001709-1,1,Black,100.0,0
5002-1,1,Black,100.0,0
5002041-1,11,Black,16.0,2
5002044-1,1,[No Color/Any Color],100.0,0
5002112-1,7,Medium Azure,22.22,0
5002113-1,8,Reddish Brown,23.08,2
5002116-1,5,Dark Bluish Gray,53.85,1
5002121-1,1,White,100.0,0
5002123-1,2,Metallic Silver,50.0,1
5002125-1,1,Trans-Light Blue,100.0,2
5002127-1,1,Flat Silver,100.0,0
5002136-1,10,Dark Bluish Gray,25.93,3
5002144-1,2,Flat Silver,50.0,0
5002145-1,6,Dark Bluish Gray,33.33,1
5002208-1,7,Olive Green,25.93,2
5002209-1,5,Black,32.14,0
5002210-1,5,Black,33.33,0
5002211-1,6,Black,28.57,6
5002212-1,4,Black,39.29,0
5002773-1,21,Black,16.57,11
5002813-1,6,Red,26.92,0
5002887-3,1,Red,100.0,0
5002890-1,22,Tan,15.79,8
5002919-1,7,Black,28.0,0
5002920-1,10,Dark Bluish Gray,22.22,0
5002928-1,6,White,45.45,0
5002929-1,12,White,22.58,0
5002930-1,4,Trans-Dark Pink,33.33,4
5002931-1,9,Black,38.46,3
5002938-1,1,Black,100.0,0
5002939-1,6,White,47.83,3
5002941-1,4,Pearl Titanium,44.44,1
5002942-1,5,Black,50.0,0
5002946-1,1,Trans-Light Blue,100.0,4
5003-1,1,Yellow,100.0,0
5003082-1,11,Chrome Gold,20.83,2
5003083-1,9,Green,34.38,0
5003084-1,6,Black,39.13,1
5003085-1,3,Black,50.0,0
5003101-1,1,Black,100.0,0
5003102-1,1,Yellow,100.0,0
5003104-1,1,Light Bluish Gray,100.0,0
5003105-1,1,Light Bluish Gray,100.0,0
5003106-1,1,Light Bluish Gray,100.0,0
5003107-1,2,Black,50.0,0
5003108-1,1,Light Bluish Gray,100.0,0
5003109-1,1,Red,100.0,0
5003110-1,2,Dark Bluish Gray,50.0,0
5003111-1,1,White,100.0,0
5003112-1,1,Dark Bluish Gray,100.0,0
5003113-1,1,Light Bluish Gray,100.0,0
5003114-1,2,Black,50.0,0
5003115-1,1,Blue,100.0,0
5003116-1,3,Dark Bluish Gray,60.0,0
5003117-1,2,Dark Bluish Gray,80.0,0
5003118-1,1,Blue,100.0,0
5003119-1,1,Light Bluish Gray,100.0,0
5003120-1,1,Light Bluish Gray,100.0,0
5003121-1,1,Light Bluish Gray,100.0,0
5003122-1,1,Black,100.0,0
5003123-1,1,Tan,100.0,0
5003124-1,1,Light Bluish Gray,100.0,0
5003125-1,1,Tan,100.0,0
5003126-1,1,Black,100.0,0
5003127-1,1,Light Bluish Gray,100.0,0
5003128-1,1,Dark Tan,100.0,0
5003129-1,1,Black,100.0,0
5003130-1,1,Light Bluish Gray,100.0,0
5003131-1,1,Black,100.0,0
5003132-1,1,Black,100.0,0
5003133-1,1,Black,100.0,0
5003134-1,1,Black,100.0,0
5003135-1,1,Light Bluish Gray,100.0,0
5003136-1,1,Light Bluish Gray,100.0,0
5003137-1,1,Dark Bluish Gray,100.0,0
5003138-1,1,Light Bluish Gray,100.0,0
5003139-1,1,Black,100.0,0
5003141-1,1,Dark Bluish Gray,100.0,0
5003143-1,1,Light Bluish Gray,100.0,0
5003144-1,1,Light Bluish Gray,100.0,0
5003145-1,1,Light Bluish Gray,100.0,0
5003147-1,1,Black,100.0,0
5003148-1,1,Dark Bluish Gray,100.0,0
5003149-1,1,Dark Bluish Gray,100.0,0
5003150-1,1,Black,100.0,0
5003152-1,2,Black,50.0,0
5003153-1,2,Black,75.0,0
5003154-1,1,Black,100.0,0
5003155-1,1,Light Bluish Gray,100.0,0
5003156-1,1,Dark Bluish Gray,100.0,0
5003157-1,2,Black,50.0,0
5003158-1,1,Dark Bluish Gray,100.0,0
5003159-1,1,Dark Bluish Gray,100.0,0
5003160-1,1,Red,100.0,0
5003161-1,1,Red,100.0,0
5003162-1,2,Dark Bluish Gray,90.91,0
5003163-1,1,Dark Bluish Gray,100.0,0
5003164-1,1,Dark Bluish Gray,100.0,0
5003165-1,1,Light Bluish Gray,100.0,0
5003166-1,3,Dark Bluish Gray,50.0,0
5003167-1,1,Dark Bluish Gray,100.0,0
5003168-1,1,Black,100.0,0
5003170-1,1,Black,100.0,0
5003171-1,1,Yellow,100.0,0
5003172-1,1,Yellow,100.0,0
5003173-1,1,White,100.0,0
5003174-1,1,Red,100.0,0
5003175-1,2,Red,83.33,0
5003176-1,1,Red,100.0,0
5003177-1,1,Red,100.0,0
5003178-1,5,Lime,37.5,0
5003179-1,1,Yellow,100.0,0
5003180-1,7,Yellow,25.0,0
5003181-1,1,Dark Bluish Gray,100.0,0
5003182-1,1,Blue,100.0,0
5003183-1,1,Blue,100.0,0
5003184-1,1,Blue,100.0,0
5003185-1,1,White,100.0,0
5003186-1,1,Blue,100.0,0
5003187-1,1,White,100.0,0
5003188-1,1,Blue,100.0,0
5003189-1,1,Tan,100.0,0
5003190-1,3,Tan,60.0,0
5003191-1,3,Black,40.0,0
5003192-1,4,Red,44.44,0
5003193-1,1,Red,100.0,0
5003194-1,1,White,100.0,0
5003195-1,1,Black,100.0,0
5003197-1,4,Light Bluish Gray,45.21,0
5003198-1,2,Light Bluish Gray,80.77,0
5003199-1,1,Dark Bluish Gray,100.0,0
5003200-1,6,Black,35.07,0
5003201-1,5,Light Bluish Gray,25.58,0
5003202-1,2,Light Bluish Gray,64.29,0
5003203-1,1,Yellow,100.0,0
5003205-1,1,Light Bluish Gray,100.0,0
5003206-1,1,Dark Bluish Gray,100.0,0
5003207-1,1,Light Bluish Gray,100.0,0
5003208-1,1,Light Bluish Gray,100.0,0
5003209-1,1,Light Bluish Gray,100.0,0
5003210-1,1,Light Bluish Gray,100.0,0
5003211-1,1,Light Bluish Gray,100.0,0
5003212-1,1,Light Bluish Gray,100.0,0
5003213-1,1,Light Bluish Gray,100.0,0
5003215-1,1,Red,100.0,0
5003216-1,1,Black,100.0,0
5003217-1,2,Black,50.0,0
5003218-1,1,Black,100.0,0
5003219-1,2,Black,75.0,0
5003220-1,1,Light Bluish Gray,100.0,0
5003221-1,3,Trans-Green,33.33,30
5003222-1,1,Light Bluish Gray,100.0,0
5003223-1,2,Black,50.0,0
5003224-1,2,Black,50.0,0
5003225-1,4,Black,50.0,0
5003226-1,15,Black,24.32,0
5003227-1,15,Black,21.88,20
5003228-1,21,Red,11.72,55
5003229-1,18,Green,12.62,5
5003231-1,2,Yellow,74.19,0
5003232-1,4,Yellow,38.76,0
5003233-1,1,Light Bluish Gray,100.0,0
5003234-1,1,Black,100.0,0
5003236-1,5,Black,20.0,0
5003237-1,1,Black,100.0,0
5003238-1,4,White,37.5,0
5003239-1,1,Black,100.0,0
5003240-1,2,Black,50.0,0
5003241-1,2,Red,50.0,0
5003242-1,2,Black,50.0,0
5003243-1,3,Black,60.0,0
5003244-1,2,Black,50.0,0
5003245-1,2,Chrome Silver,50.0,0
5003246-1,1,Red,100.0,0
5003257-1,4,Black,50.0,2
5003258-1,4,Black,40.0,2
5003403-1,1,[No Color/Any Color],100.0,0
5003406-1,1,[No Color/Any Color],100.0,0
5003407-1,1,[No Color/Any Color],100.0,0
5003408-1,1,[No Color/Any Color],100.0,0
5003417-1,1,[No Color/Any Color],100.0,0
5003422-1,1,[No Color/Any Color],100.0,0
5003424-1,1,[No Color/Any Color],100.0,0
5003431-1,1,[No Color/Any Color],100.0,0
5003432-1,1,[No Color/Any Color],100.0,0
5003439-1,1,[No Color/Any Color],100.0,0
